message_id,student_query,Metacognition
04c224a4-6665-4a81-af54-68b5505f07f6,quiero saber que nota necesito en el exame,0
04d57187-3d22-4f86-adb7-109f358ef3d9,Para repartir su herencia una madre confecciona su testamento explicando que su marido recibira la mitad de sus bienes su hija un tercio del resto 2000000 debe ser destinado a beneficencia cuanto era la herencia a repartir,0
04df7563-3390-4612-aa58-26e119e432b3,este primer bimestre que ramos tengo?,0
04e310af-faa3-4a84-844e-d63bef061435,"Si 8 naranjas producen 3 vasos de jugo, y 2 vasos hacen un cuarto de litro. ¿Cuántas naranjas se deberían exprimir para obtener 3 litros de jugo?",0
04f64263-13eb-4644-80b4-5fd969302ed2,"Hola buenos dias, tengo una consulta, hasta que dia se puede entregar la prueba de nivelación de matemáticas entrar la prueba de nivelación de matemáticas?",0
04f996e2-b122-416a-95c2-82db24959dfd,como se envia un examnen,0
0515ae50-361f-4e83-989f-370c70056426,Necesito comunicsrme con profesor de matemáticas,0
051a7803-b515-4639-8016-a1e8e6699ea5,Como resolver este ejercicio matematico,0
057a206b-917f-4419-98ff-9b3a3b6a400a,un comerciante dessea poner en cajas 12028 manzanas y 12772 naranjas de modo que cada caja contenga el mismo numero de manzanas o de naranjas y ademas el mayor numero posible. hallar el numero de naranjas de cada caja y el numero de cajas necesarias,0
059bd449-970d-44dc-9c73-2dd6bff1c18f,"ok, entoinces solo puedes responder dudas tecnicas sobre la asignatura?",0
05e2209f-29a3-4a2b-b183-88c1273b94d1,Diego trabajó tres días trasladando escombros en su camión. Si cada día ganó 4/3 del día anterior. ¿Cuál es la expresión que representa el total recaudado durante estos tres días de trabajo?,0
0602d372-962e-4aad-a806-d4d727073d2c,"hola, consulta que tengo que desarrollar ? la primera semana de circuitos  de corriente continua y la primera semana de tarifas y legislación eléctrica?",0
06c2c0c8-43bf-4410-8171-4a9a637f2fef,no puedo ingresar a mi examen,0
07a32adc-ee55-47a4-8cbe-8e9511322197,hola buenos dias.,0
07d50134-4977-40b6-ba13-ac3d9afe9ea6,5.	Carlos ahorra de tal forma que el primer mes ahorra $5 y luego cada mes ahorra 5 veces lo ahorrado el mes anterior. ¿Cuánto ahorra al 7° mes? como resolver este problema matematico,0
07d6b3ea-3cb2-44d7-af84-1dc80f263cea,"9.	Una tienda está liquidando sus productos por el cierre del local, de forma que cada semana se vende la mitad del stock, sin reponer ningún artículo. ¿Cuántas semanas transcurren hasta que se agotan todos los productos, si es un principio había 512 artículos?",0
0827f712-1760-423a-a9dc-ec73050ba5c3,he genial seguro me seras de muchisima ayuda.,0
08555c43-8b7c-4108-9b0b-efb0e20f530c,Como calcular el promedio de notas,0
085d38df-b8df-4a99-8e5d-2d5f81e29895,como descargar word estudiantil,0
08687f87-2113-4fa6-8db8-54c040570f59,-1-7-11-5=,0
08690c8c-79e8-452c-af3e-7db00e7c1e7c,como escribir un texto en automation studio,0
08b4e81f-ab4b-42be-a2d4-b26e658f5c6d,"¿Cuántos huevos habrá en 12 cajas, si en cada caja hay 12 docenas?",0
08db8181-4947-471a-9925-f87e6129b05a,Dos amigos deciden regalar a su profesora un collar que tiene un valor de 7500 si uno de ellos aporta el doble que el otro y sabiendo que el menor aporte fue x entonces la ecuacion algebraica que representa tal situacion es,0
08e95600-2835-4272-976e-bd167606a33b,Hola,0
091fdb86-fc66-4cf1-9768-edb67d54c2b2,"el profesor no explica como deveria, ya que no explico el por que de algunos signos y los ejemplos y ejercios que dejo solo le coloco las respuestas y no explico el desarrolo de ese ejercicio, no entendi casi nada de la clase de 20 minutos",0
09567173-aef0-4c95-89eb-f38c8b5b29c7,gracias,0
097ddffe-68a2-49e1-8141-cdc6cd7ac748,"3.	Héctor comenzó un emprendimiento de venta de ropa deportiva, invirtiendo inicialmente $123.000. El primer mes vendió por redes sociales $52.000, el segundo mes vendió $60.000, el tercer mes decidió participar en una exposición deportiva, cuya inscripción le costó $45.000 y obtuvo una venta de $150.000. ¿Cuánta ganancia lleva Héctor hasta el momento?",0
09c79bae-3c5b-4fa5-a1e4-1375cbd168d3,Si al triple del sucesor de n se le resta el antecesor del antecesor de n y al resultado se le agrega el cuadruplo de n resulta,0
09d3a4d0-9949-408b-a85c-01427d24d6e5,como resolver el ejercicio 18 de la guia 1,0
09e304a3-de09-44f9-bee9-f55dbb80d16e,minimo comun multiplo de 4 -9-7,0
09fe2061-e787-4718-9da7-10cabca835a9,que es la economia de escala en palabras simples,0
09fe2d18-60f3-45d6-98ce-0d2415dad068,como hacer que la notas muestren un solo decimal y losporcentajes esten en el formato adecuado,0
0a30e34d-3aa7-46f6-938b-72e4a79263c9,Cristina quiere hacer un arreglo de su notebook para lo cual hace una cotizacion en un servicio tecnico y el encargado le indica que el costo se calcula segun la formula R= 3500t+r donde t representa las horas de trabajo y r el precio en pesos de los repuestos si los repuestos costaron 18500 ybel arreglo del notebook tardo 4 horas cuanto le costo a cristina el arreglo de su notebook,0
0a379698-db0b-46d5-a853-33aada593a08,"Carmen llega a su casa y lee durante 3/4 de hora, utiliza 2/3 de hora en realizar su tarea de matemática y dedica 1/2 hora a escribir. ¿Cuánto tiempo empleó en total?",0
0a6d4809-2338-430c-93a7-924834c95c2d,cuando entregan las notas de proyecto de iluminacion ',0
0b42039d-cd15-4e70-9cef-9711c2a43ce8,"como hacer este ejercicio explicado para un niño de 10 años 1/3, 1/4, 1/2, 1/3, 1/2",0
0b75e1a4-17bf-4b46-b85c-bfb393d29887,muchas gracias,0
0c458874-2c2a-4884-b2d5-67c111d715cb,pedes ayudarme con problemas matematicos _?,0
0c5087cb-b9df-47ac-809d-9be10ba851af,"Una empresa decide capacitar a parte de sus trabajadores en un nuevo sistema computacional de cobranza, solamente se capacitará a los trabajadores del departamento de finanzas, que corresponden al 16% de los trabajadores de la empresa. Si fueron capacitados 36 personas. ¿Cuántas personas trabajan en la empresa?",0
0c7aa812-ba66-4275-b83a-c6d6ec2f0965,Si al doble de un número se le resta su mitad resulta 54. ¿Cuál es el número?,0
0c85a6ae-981e-437c-a49c-51a921a70e95,me podrias decir los riesgos electricos?,0
0d18b7c2-93bb-483e-a3bd-da773778b4c8,"4.	En un viaje en bus, un cuarto de los pasajeros van sentados en pasillo y tres quintos van sentados en ventana. Si 9 asientos están libres. ¿Qué capacidad tiene el bus?",0
0d7bdcfc-3093-4f93-af96-2cd95ebaf2fd,"vamos por el siguiente. Medidas preventivas de incendios eléctricos.   bullet Disponer de extintores adecuados. Para controlar y apagar un fuego eléctrico, hay que disponer de un extintor especial de clase C especial para el mismo.    Una vez se corte la electricidad se podrán utilizar otros tipos de extintores.   bullet No sobrecargar los enchufes. Un error habitual que se suele cometer en muchas casas es sobrecargar los enchufes utilizando regletas, conectando a las mismas una gran cantidad de dispositivos. Esta práctica puede hacer que se produzca un sobrecalentamiento y se acabe provocando un incendio.   bullet Revisión de la instalación eléctrica. Una de las medidas preventivas de incendios eléctricos más importantes es someter a la instalación eléctrica de casa a una revisión realizada por profesionales, para garantizar que todos los componentes de esta se encuentran en perfecto estado.  Se recomienda realizar una revisión a fondo de la instalación eléctrica una vez cada 10 años.   bullet Solo instalar productos certificados. Cuando se modifique o añada algún elemento a la instalación eléctrica, utilizar siempre productos certificados que garanticen que han pasado las pruebas de calidad y seguridad obligatorias, en nuestra tienda online de electricidad encontrarás un amplio catálogo de productos de total seguridad. Además, evitar utilizar productos eléctricos de mala o baja calidad que puedan ser causa de sobrecalentamientos o cortocircuitos.",0
0deebbd0-5b3e-417b-a1db-a2f04833aebc,Porq se elimino este curso,0
0df2d6b1-e9b2-4649-b6af-3dd6ce8d825a,en un pinar hay 210 pinos se talaron 3 quinta partes poco despues hubo un incendio en el que se quemaron 5 septima pertes de los pinos que quedaban cuantos pinos sobrevivieron,0
0e217229-7580-427b-a2f4-f3dc14af3d62,"Para evitar el peligro de arco eléctrico, los trabajadores no deben estar cerca o tomar algún objeto conductivo cerca de partes energizadas expuestas que operen a 50 voltios o más.",0
0eac3128-7872-4e41-8ff1-3a3c2316d283,Y como nos queda,0
0ee717ee-71b4-4e5b-9078-55e878d73288,hasta que fecha a plazo para pagar el titulo,0
0f3f6023-c0bd-46b5-b527-7ae465f8eb5d,Con que nota se pasan las asignaturas?,0
0fd5761a-5e24-44b2-9982-ccbf82613e5a,En un curso hay 20 hombres y 25 mujeres. ¿Cuál es la razon entre hombres y mujeres?,0
10116de8-8c3f-4864-b30e-78e66e8c414f,gracias,0
10144206-c1b5-4999-a1fe-f24a69a88177,hola,0
1015a488-8ab0-4f38-9390-3dc2e5d50f4a,hola buenos dias hoy comienzan las ultimas evaluaciones?,0
104f9c4b-b3cb-4fcb-be63-a5dcccdb1c76,Hola con respecto al examen final EV4 el circuito dado se puede sinolificar en atumation Studios o hay que dibujarlo tal cual esta en la plataforma,0
106e20f3-1d44-497b-ad06-7b6d5c80c6a8,Hola,0
1094315f-1c20-4fa9-83f2-39dfbaf82be0,"transformar a fraccion 4,099129129129",0
10ca1cd8-6f1d-4f88-a36f-2fe61689eb7a,Porque mi ramo no está cargado en la plataforma,0
11197aaf-2094-4538-8229-71f54046b46d,DE QUE MATERIAL DE ESTUDIO VA A SER MI PRIMERA EVALACION,0
11e3bc8b-383b-4f57-b855-2d1d563e8d08,Sergio recorre en bicicleta los 7/9 del trayecto de una prueba deportiva. Si aún le faltan 18 kilómetros. ¿Cuántos kilómetros tiene la carrera?,0
123f4bf3-c333-4656-af5f-89a7f4d73140,hola,0
127225e0-9a50-4028-9c57-b5236645ddcf,"Hola, quisiera saber si la evaluación 2 es una prueba o un taller y lo mismo con el examen del ramo de emprendimiento",0
12beec11-eda8-4dd5-8c66-2fcae2f35bc8,Me podrías brindar un vídeo tutorial sobre el uso del programa DIAlux,0
12eafb3f-a995-4675-b043-61dc6fefdba5,Hola disculpe pero donde tengo que rendir mis pruebas,0
12f6fdf3-c6d4-47b4-a896-76517d98be86,hola  me esta pidiendo un programa llamado automation studio,0
13864f07-5f34-4a0c-950c-c7f4a4843c9e,F4 no funciona,0
13eec9cc-2588-4153-b500-f6fa437a64c1,hola buenas tardes estoy entrando primer dia a clases el cual me dice wue no ahi profesor aun,0
142b9c8e-5413-40fb-8fa3-95af41d5208e,Porque me da resultado 95 de una operacion de 1/5(475),0
143a86d4-3335-4700-987b-c485f56e52e0,no entiendo la multiplicación de fracciones donde puedo obtener mayor información,0
15198db5-302a-403c-b52f-12d1a3148fb5,resolver 4 amigos instalan una empresa. cuentan con un capital inicial de 16.483200 aportando cada uno la misma cantidad al negocio. deciden vender en 25928000 ¿cuanto gano cada uno si se reparten en partes iguales?,0
1561d8ad-e70c-4a3b-89ad-56ac4a9699f0,donde se da la prueba,0
15644d08-7381-4402-93b3-bb0757d4f3de,Solo queria saludarte,0
156a974d-dce4-471d-bee8-aa90cfdb441a,"El perímetro P de un rectángulo se representa por la siguiente expresión algebraica P=2a+2b, donde a representa el largo y b representa el ancho. Un granjero quiere cercar una granja rectangular que mide 450,38 metros de ancho y 750,65 metros de largo. Posteriormente el granjero solicita ayuda para saber cuánto dinero debe invertir para cercar su granja, si el metro de alambre cuesta $1.500. ¿Cuánto dinero debe tener el granjero para cercar su granja?",0
15720101-4150-4e39-9eb7-0390b4d01464,"Saber de alumbrado publico, normativas asociadas",0
157b784b-6209-49e2-8bde-1317b83eca52,8.	En una caja vienen tres tarros de pelotas de tenis y en cada tarro hay tres pelotas. Si se venden tres cajas diarias. ¿Cuántas pelotas se venden en tres días?,0
157fd816-15a1-47bd-92a0-60a88b3c698a,sobre los numeros cardinales,0
15b9cf82-11fd-458b-aee2-2476c7621bc3,Me cuesta resolver problemas con ecuaciones,0
163ad47b-7c01-4a7a-9885-54379a6e3d7e,Se han consumido 7⁄8 de un bidón de aceite. Reponemos 38 litros y el bidón ha quedado lleno hasta sus 3⁄5 partes. ¿Cuál es la capacidad del bidón?,0
165fcdaa-4741-4e14-a649-0b78b71dfc40,en una fabrica de automóviles se trabaja desde las 08:00 hrs hasta las 20:00 hrsel proceso para maximizar la produccion es el siguiente 1/3 del tiempo se destina para construir motores 1/4 de la jornada para carrocerias 1/2 del tiempo que se ocupa para la fabricacion de motores se utiliza para contruir accesorios 1/3 de tiempo destinado a las carrocerias se utiliza para afinar los detalles finales y medio tiempo destinado a los accesorios se deja para almorzar el resto de la jornada se deja para actividades recreativas cuanto tiempo se utiliza en cada actividad,0
16682d51-8e47-49f5-b2ac-10cbfaf9e42b,Me gustaría saber fecha de primer examen y contenido,0
16848559-ad50-4ef6-ac58-df69d639c046,Necesito mi tutor,0
1754737c-b0e8-4acc-8e23-657378f089cf,Y ka materia de administración,0
17890960-abe4-4564-9939-ed0ce032fcd5,que puedo hacer como proyecto de titulación en analista de programación,0
180611da-885f-4914-b197-c4bb2d299994,¿que materia entra en la segunda evaluación de nivelacion de matematicas de mi carrera?,0
180cc44c-a3bf-4bc8-93d7-9e5a473c3ec9,hola,0
1831fc83-424d-48b2-8518-e6eab81bd5f1,-2-5-11+40+12=,0
18506d6d-bb17-499b-93ea-b8023878bc05,Hola en el contenido de la semana siete como seria la prueba final,0
18836176-8169-4b9f-8566-33f8af0b10f0,puedes mostrarme toda la documentacion sobre knx compartida por el profesor porfa,0
188b1db3-0dd4-400c-ba3f-408e29bd4d6c,"Buenas Noches Profesora y Compañeros.    El tema que he eligido y que me gustaria comentarles trata sobre ""Derecho a Saber y/o Obligacion de Informar""  Es bien sabido por todos que el conocimiento es una herramienta fundamental para el desarrollo personal de todo individuo y nos hace estar siempre preparados para enfrentar los desafios que nos prepara la vida y mas aún en el ambito laboral.  Es por eso que me parece una buena medida que se haya implementado una ley, y que de esta forma, el empleador tenga una obligacion legal de informar a sus trabajadores los riesgos que implican sus labores, las medidas preventivas y metodos de trabajo correctos., considerando que la prevencion  de accidentes y enfermedades laborales son responsabilidad tanto del empleador como de los trabajadores.  Si bien muchas veces la forma de como  se debe informar dichos riesgos presentes en nuestras labores nos puede parecer hasta repetitivos en ciertos casos, ya sea por el uso de medios escritos o recursos audiovisual, es inegable la importancia que tiene para la prevencion de accidentes laborales.",0
18b071b9-51bb-443a-af67-73ab83dd009f,examen de matematicas,0
18d7579f-1efe-4bbd-a412-20bb8eab05d0,en que me puedes ayudar?,0
19288a5f-a3e0-46e8-9bdc-0a5a8387d292,hasta cuando ahi plazo para mandar la actividad de la semana 1,0
198903f2-cd56-4659-a414-fd3185f0dc44,como calcula (1/4) para que te dierea,0
1a80a77e-1e96-4cc9-ab36-c9183ebb06c0,necesito que me contacte el tutor asignado,0
1ab6458e-7a43-47bd-93e7-2cb53980d662,"tengo que subir un trabajo, como lo hago",0
1b686283-7557-4bdf-b3a8-bdb52db20942,para hacer un queque se necesitan 3/4 taza de leche. cuanto se necesita para hacer 4 queques iguales,0
1b7c74c7-71c0-4475-81b6-e94da0b6774a,Eso no puedo ingresar la respuesta y me habré a una página que solo puedo leer nomas,0
1c020ed3-87b6-495e-8866-4c6c957f18b1,Buenos días,0
1c239196-8739-460d-bb03-13e3f00d37a8,Cuál es el porcentaje de cada evaluación,0
1c6be780-5988-4726-a841-276418359311,hola buen dia me gustaria saber sobre domotica,0
1cfb6f2a-d10f-4c74-9084-a931ecf06d79,cual es la resouesta,0
1d531897-470c-47e4-836c-2786d9aa28c5,Daniela se propuso pracricar todos los dias 30 flexiones mas que el dia anterior cuantas flexiones en total realiza durante 5 dias si el primer dia realiza x flexiones,0
1d70476e-8c8b-4ca0-96ed-52a3f8ce869b,"Hola buenas, me pide rendir un exámenes? Usted sabe cuál es ?",0
1dd23c94-e195-4316-8924-81bfc36ea10a,Donde encuentro encuesta docente,0
1dec8cad-aefa-405a-94f2-50889d0ff320,como convertir archivos autocad a pdf,0
1e8567d7-50fd-43ac-b983-b0840efbf0c4,NECESITO LA INFORMCION PÁRA LAS CLASESDE,0
1edd2bd2-b7b1-4b56-b761-cbc8d74a639c,como puedo descargar los programas para los cursos,0
1ee0839c-5c3c-4d9c-ad89-0e77ced3afa5,no se como empezar el ejercicio 1 ya que las instrucciones no son muy claras,0
1fc7f473-9780-4d4f-925d-d519dc6d9749,como hacer estas ejercicio explicado para un niño de 10 años 1/3  numeros racionales,0
2065a479-b9ae-4ac8-bcb7-c3a2cc5a86ce,"necesito saber fecha de inicio de la segunda prueba de matemática hasta cuando hay tiempo empieza cuando, el último día cual, es",0
208fd013-6dd3-43fd-8b1b-75eab95c37b2,como confecciono la matriz,0
20d9b669-4bd7-466b-937d-0c4f3c889bb8,"donde me voy para redir mi examen, he intentado pero la aula virtual no abre",0
20da32b3-214a-485b-9b58-4ffcbc00a0ea,Alberto ahorró dinero durante tres meses: el primer mes ahorró el triple del segundo mes y el segundo mes $5.200 más que el tercer mes. ¿Cuál es la expresión que representa el total ahorrado?,0
21344469-3c08-4e23-a847-53e15fd34582,"La radiación es la emisión, propagación y transferencia de energía en cualquier medio en forma de ondas electromagnéticas o partículas.   Los seres vivos conviven con las radiaciones desde sus orígenes, por lo tanto, los cuidados y medidas tendientes a evitar los daños por radiación son un tema que ha generado históricamente focos de atención",0
217a9bcb-7f59-454f-8fd5-7bc28c22d44a,contraseña,0
219ba34e-1052-4ea2-9ecc-15eb7e65a723,Que semanas toma la primera evaluación?,0
21e32331-f2f4-4513-b4ca-d2028290b73e,Se han consumido 7⁄8 de un bidón de aceite. Reponemos 38 litros y el bidón ha quedado lleno hasta sus 3⁄5 partes. ¿Cuál es la capacidad del bidón?,0
21ee020a-57cc-4d16-87cd-16e51e6e5ded,quiero rendri el examen y no me deja,0
2210fe9b-c75f-487c-90ef-a612a3db1217,ok,0
2242dfe9-98e2-42b5-ac46-c9ee0c180a63,si quero dividir en cajas iguales 12028- 12772,0
225b1253-81ce-4547-b48f-f3bc579a289d,"Valesia gasta 400 calorías al correr por 15 minutos. ¿Cuántos minutos debe correr para gastar 1.600, 2.000 y 3.600 calorías?",0
2270d436-03b8-42ca-b485-75797ad715b3,Alberto ahorró dinero durante tres meses: el primer mes ahorró el triple del segundo mes y el segundo mes $5.200 más que el tercer mes. ¿Cuál es la expresión que representa el total ahorrado?,0
2296b406-1db3-423d-8e7e-9c8464013e9a,no me sale la opcion de subir trabajos que puedo hacer,0
22b36110-a346-468c-94c1-5259f1188038,( -17 - 5 ) x -12 - 45 x ( -36 + 34 ) + ( 18 - 12 ) x -5 - 2 x ( -11 + 10 ) =,0
22c88ae0-787c-40c5-bd1b-bdc237f98f99,El precio por pagar por un abrigo que por término de temporada tiene un 20% de descuento.,0
22cd1bf0-078f-4978-96c4-64bd4dbd080d,QUE SE ENTIENDE POR OP0ERACION INTERNA EN LOS NUMEROS NATURALES,0
2382697c-46fd-4e5f-8cd6-1ad2d2c3148e,"•	Determina parámetros desconocidos en circuitos de corriente continua a través del uso de leyes y herramientas de simulación de circuitos eléctricos, dependiendo de su conexión en los sistemas distribución y control de energía.  •	Analiza circuitos eléctricos de corriente continua a través de la aplicación de teoremas eléctricos, dependiendo de su conexión en los sistemas distribución y control de energía.",0
23bea355-0567-4156-ace4-c2357ca355d6,"1.	Diego está preparando sorpresas para el cumpleaños de su hermana. Tiene que repartir en las sorpresas 20 juguetes, 30 chocolates y 40 lápices. Quiere que las sorpresas alcancen para la mayor cantidad posible de personas, donde cada una tenga la misma cantidad de juguetes, de chocolates y de lápices. ¿Cuántas sorpresas podrá preparar? ¿Cuantos juguetes, cuantos chocolates y cuantos lápices puede poner en cada una?",0
23ca8026-070a-4f05-b4f5-83df06f05e36,quiero ingresar a la prueba,0
23dee6b5-677a-4aa0-9735-214733af22ca,evaluaciones,0
2413e58a-84e8-484a-aafc-de42326b3396,ok gracias,0
24368c1a-b70e-4223-b2b3-8b8476349c5f,quiero saber mis calificaciones de instalaciones electricas,0
248a0b0c-5967-409a-b7f3-dc1cbb86d8ab,hola buenas noches,0
2493841d-6c9b-4ccd-91b6-5dcaf2ad77ef,hola buenos dias,0
24c5f263-38f8-4a2e-8904-7f388fddb17b,ok,0
24dc825d-6f79-4309-982a-8666e838e14d,seria bueno ser mas serios con la entrega de informacion,0
24eb02cb-4ddf-48bd-b240-6e0808401aa0,Estaba respondiendo la primera pregunta y paso aprender enviarse pensado que era para pasar a la siguiente pregunta pero se envió para finalizarla,0
256a0bf5-c0e0-4bf4-9788-bd4fc185ff93,sabes no puedo ingresar autodesk no me deja ingresar,0
25f31a54-65c0-4307-b297-2083bb64a5d3,como convertir un archivo dwg en pdf,0
25fb3483-02b3-4e2d-9eb5-27bab29d2c09,donde consigo informacion sobre simbologia electrica ric 18,0
2650be56-bdc7-4864-a737-8a575a041469,ok gracias por la informacion,0
26a52ae6-018f-45ec-9dfe-ef83efb9a956,Muchas gracias,0
26e4afa0-dddb-41b4-b2c6-5cc3d33d341a,"buenas noches disculpe, pero acabo de hacer la prueba de ingles me salio 100% y en nota me dio un 6.6",0
2777b325-f607-4875-9785-630714c09976,"ok ,",0
27871dad-35ab-4305-9b0c-3e78d2005801,cual es la fecha de mi examen mas cercano,0
27bb572a-3ab5-4c98-97bb-8f2083b65e99,en la primera primera evaluacion que temas se hablara ?,0
27c38ef9-16d5-4b91-bc60-c37796a539c1,"La electricidad es un conjunto de fenómenos producidos por el movimiento e interacción entre las cargas eléctricas positivas y negativas de los cuerpos físicos.  La palabra ""electricidad"" procede del latín electrum, y a su vez del griego élektron o ámbar. La referencia al ámbar proviene de un descubrimiento registrado por el científico francés Charles François de Cisternay du Fay, que identificó la existencia de dos tipos de cargas eléctricas (positiva y negativa). Las cargas positivas se manifestaban al frotar el vidrio, y las negativas al frotar sustancias resinosas como el ámbar.",0
27d3af95-d7c7-4e4d-99be-2af4b0606b2d,¿Cuál de las siguientes expresiones representa el 20 %  del 20 %  del 20 %  de un número P ?,0
27f82657-3f8d-465e-aed3-b9f5915cdda1,ok porfavor ya que yo en estos momentos tengo tiempo mañana no podre,0
282fd265-c059-4c75-a075-4e2fffdda2ae,Cual es el contacto del departamento académico?,0
289a2498-6343-4e28-b4c8-028f5fca0166,Y semana 4 resumen,0
290525c5-8dce-463b-b2e8-bf52ac95385d,necesita permisos para acceder a los recursos de tu organización y solo un administrador puede concedérselos. Debes pedirle a un administrador que te conceda permisos para poder usar esta aplicación,0
29976d4a-77bb-4ef2-9bd7-5a9f029e8525,hola hasta cuando tengo plazo de entregar los ejericios de matematica de la semana 1,0
29adf11c-609f-468e-9a35-6ce2dd76358a,"Ok gracias,  El tema que la pagina no me deja avanzar",0
29ae61a4-4c77-41be-933b-598167a52c11,Porque la docente no tiene correo para enviarles correos por las dudas,0
2bb91197-cd0e-47ac-90f0-b27f884eb302,El largo de un terreno rectangular mide 6 metros más que su ancho. Determine la expresión que representa el perímetro del terreno.,0
2bf80818-2a5e-47e5-89a2-f4a77da311d1,hola buenas noches para el examen final de administracion entran todas las semanas ?,0
2c722483-1f7c-43b5-8d7b-87936f6d206e,"Como resolver este ejercicio matematico   1.	Paula tiene dos cintas, una de 45 cm y otra de 60 cm de largo, para adornar cojines. Si debe cortarlas lo más largo posible, de tal manera que todas sean del mismo tamaño y no sobre cinta ¿Cuántos centímetros tendrá cada cinta?",0
2cd78e16-2482-41b6-ab34-753982b2f004,20.	Una tienda recibe 32 cajas de chicles. En cada caja hay 43 paquetes con 5 chicles cada uno. ¿Cuántos chicles ha recibido en total?,0
2ce03284-08f2-4b89-9671-cddb0dfe8adf,tengo problema con mi autocad,0
2d0a8bb8-4cc5-4cab-b7cb-cde69c2c55ff,Todos los examenes son supervisados o solo algunos ?,0
2d559e47-ff4e-4b6b-9c45-370a6c205b24,EN EXCEL,0
2d5c4f78-117c-405b-82ad-08df7aeda23f,Tengo duda en un trabajo,0
2d65b1cb-2df4-4a6c-9db7-2b059e16ed74,para enviar correos a mis profesores debo de utilizar el correo institucional como alumno?,0
2d73d655-8066-4f90-a483-2d2fd412f701,¿ como hacer una analisis foda en el sector de la salud publica?,0
2dc05db8-a030-48f3-8999-dd1e4478f88f,cuando vence la entrega del examen?,0
2dfc0291-1e54-45b3-a094-d33fac39d68c,Ana tiene 2 años mas que juan la expresion algebraica que representa la suma de las edades de ambos hace 5 años es,0
2e490fdd-d878-4dc5-94b7-d284cf72c1bc,que puedes hacer,0
2e544ad1-0dac-4c9e-8d15-70f702efafcb,Como comienzo este curso,0
2e6720a3-c9a8-4be8-9f76-fba6a76d664b,hola buenas tardes,0
2e8cb63d-bf11-42ac-af33-a9dadf5e07ee,"Vicente se gasta $21.000 en un pantalón y una camisa. No sabe el precio de cada prenda, pero si sabe que la camisa vale dos quintas partes de lo que vale el pantalón. ¿Cuánto vale el pantalón?",0
